ACTIE,TYPE,TAFEL,DATUM,MEDEWERKER,DEBIT,CREDIT,AANTAL,BTW,BOEK,PRODUCT,TRANSACTIE,BESTELID,DAY,AFGEREKEND
item,toegevoegd,Tafel 6,2025/02/21 13:16:04,Manager,13.00,,1,9,8010,PASTA 13,,o68WfVUiz4zqoU1zsF6ep,21-02-2025,verkoop
transactie,,Tafel 6,2025/02/21 13:20:49,Manager,,54.50,,,,,PIN,o68WfVUiz4zqoU1zsF6ep,21-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 13:15:05,Manager,15.50,,1,9,8010,Parma Caprese,,HIdgUekRG8ZGqSftTiR1To,21-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 13:15:05,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,HIdgUekRG8ZGqSftTiR1To,21-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 13:15:05,Manager,18.50,,1,9,8010,PASTA 18.50,,HIdgUekRG8ZGqSftTiR1To,21-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 13:15:05,Manager,6.00,,2,9,8010,Can,,HIdgUekRG8ZGqSftTiR1To,21-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 13:33:54,Manager,4.60,,2,9,8010,Coffee/Espresso,,HIdgUekRG8ZGqSftTiR1To,21-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 13:33:54,Manager,14.00,,2,9,8010,Torta 7,,HIdgUekRG8ZGqSftTiR1To,21-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 13:33:54,Manager,7.50,,1,9,8010,Torta 7.5,,HIdgUekRG8ZGqSftTiR1To,21-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/21 13:40:18,Manager,,74.10,,,,,PIN,HIdgUekRG8ZGqSftTiR1To,21-02-2025,
item,toegevoegd,Tafel 2,2025/02/21 13:16:15,Manager,37.00,,2,9,8010,PASTA 18.50,,FEct6kiBf9NwZddDJ3PUA,21-02-2025,verkoop
item,toegevoegd,Tafel 2,2025/02/21 13:16:32,Manager,15.50,,1,9,8010,Focaccia FILLED 15.5,,FEct6kiBf9NwZddDJ3PUA,21-02-2025,verkoop
item,toegevoegd,Tafel 2,2025/02/21 13:34:00,Manager,2.30,,1,9,8010,Coffee/Espresso,,FEct6kiBf9NwZddDJ3PUA,21-02-2025,verkoop
transactie,,Tafel 2,2025/02/21 13:49:07,Manager,,54.80,,,,,PIN,FEct6kiBf9NwZddDJ3PUA,21-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 13:38:28,Manager,66.00,,3,9,8010,Pasta 22,,pkigZUk4WAxUx8Mu28jBX,21-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 13:38:28,Manager,10.00,,4,9,8010,Tea/American Coffe,,pkigZUk4WAxUx8Mu28jBX,21-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 13:38:28,Manager,3.00,,1,9,8010,Can,,pkigZUk4WAxUx8Mu28jBX,21-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 13:38:28,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,pkigZUk4WAxUx8Mu28jBX,21-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/21 14:49:55,Manager,,82.50,,,,,PIN,pkigZUk4WAxUx8Mu28jBX,21-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/21 13:56:41,Manager,9.00,,1,9,8010,Focaccia FILLED 9,,1rxCEScb1U4KRPJ3wBBDDH,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 13:56:41,Manager,15.00,,2,9,8010,Torta 7.5,,1rxCEScb1U4KRPJ3wBBDDH,21-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/21 13:56:46,Manager,,24.00,,,,,PIN,1rxCEScb1U4KRPJ3wBBDDH,21-02-2025,
item,toegevoegd,Tafel 1a,2025/02/21 14:04:50,Manager,4.00,,1,9,8010,Double espresso,,5VgcckpTngIYy9owunZRVi,21-02-2025,verkoop
item,toegevoegd,Tafel 1a,2025/02/21 14:04:50,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,5VgcckpTngIYy9owunZRVi,21-02-2025,verkoop
item,toegevoegd,Tafel 1a,2025/02/21 14:07:54,Manager,15.00,,1,9,8010,PASTA 15,,5VgcckpTngIYy9owunZRVi,21-02-2025,verkoop
item,toegevoegd,Tafel 1a,2025/02/21 14:07:54,Manager,7.50,,1,9,8010,SALAD di Matilde,,5VgcckpTngIYy9owunZRVi,21-02-2025,verkoop
item,toegevoegd,Tafel 1a,2025/02/21 14:48:35,Manager,6.00,,2,9,8010,Can,,5VgcckpTngIYy9owunZRVi,21-02-2025,verkoop
item,toegevoegd,Tafel 1a,2025/02/21 14:52:02,Manager,1.75,,1,9,8010,pizza no price,,5VgcckpTngIYy9owunZRVi,21-02-2025,verkoop
transactie,,Tafel 1a,2025/02/21 15:03:01,Manager,,37.75,,,,,PIN,5VgcckpTngIYy9owunZRVi,21-02-2025,
item,toegevoegd,Tafel 2,2025/02/21 14:08:10,Manager,9.00,,2,9,8010,Veggie S 4.5,,RA7LdLLwoEiiCoxFAoSNHS,21-02-2025,verkoop
item,toegevoegd,Tafel 2,2025/02/21 14:08:10,Manager,16.00,,1,9,8010,PASTA 16,,RA7LdLLwoEiiCoxFAoSNHS,21-02-2025,verkoop
item,toegevoegd,Tafel 2,2025/02/21 14:48:22,Manager,6.00,,2,9,8010,Can,,RA7LdLLwoEiiCoxFAoSNHS,21-02-2025,verkoop
item,gecorrigeerd,Tafel 2,2025/02/21 14:48:41,Manager,-6.00,,-2,9,8010,Can,,RA7LdLLwoEiiCoxFAoSNHS,21-02-2025,verkoop
item,toegevoegd,Tafel 2,2025/02/21 14:48:41,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,RA7LdLLwoEiiCoxFAoSNHS,21-02-2025,verkoop
transactie,,Tafel 2,2025/02/21 15:22:51,Manager,,28.50,,,,,PIN,RA7LdLLwoEiiCoxFAoSNHS,21-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/21 15:20:23,Manager,21.00,,3,9,8010,Torta 7,,iOIIBnwksODpuCnr48IMYr,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 15:20:23,Manager,10.00,,2,9,8010,Torta 5,,iOIIBnwksODpuCnr48IMYr,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 15:20:23,Manager,16.50,,1,9,8010,MEAT Food Second,,iOIIBnwksODpuCnr48IMYr,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 15:20:23,Manager,17.50,,5,9,8010,slice FOCACCIA,,iOIIBnwksODpuCnr48IMYr,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 15:20:23,Manager,13.50,,3,9,8010,Veggie S 4.5,,iOIIBnwksODpuCnr48IMYr,21-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/21 15:22:50,Manager,,78.50,,,,,PIN,iOIIBnwksODpuCnr48IMYr,21-02-2025,
item,toegevoegd,Tafel 2,2025/02/21 16:27:53,Manager,8.50,,1,21,8011,Gl SPRITZ,,gMUZAmphpmTzSq3Qh1ckxh,21-02-2025,verkoop
transactie,,Tafel 2,2025/02/21 16:40:58,Manager,,8.50,,,,,CONTANT,gMUZAmphpmTzSq3Qh1ckxh,21-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/21 16:28:40,Manager,7.00,,2,9,8010,slice FOCACCIA,,V4e3wcAaaj4LSRrtVHYuD,21-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/21 16:29:05,Manager,,7.00,,,,,PIN,V4e3wcAaaj4LSRrtVHYuD,21-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 16:31:56,Manager,3.50,,1,9,8010,slice FOCACCIA,,K7b7sEqJZ5WZzjMoxs5SPr,21-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 17:02:43,Manager,19.50,,1,9,8010,Pasta 19.50,,K7b7sEqJZ5WZzjMoxs5SPr,21-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/21 17:11:20,Manager,,23.00,,,,,PIN,K7b7sEqJZ5WZzjMoxs5SPr,21-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/21 17:47:25,Manager,12.00,,1,9,8010,PASTA 12,,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 17:47:25,Manager,17.50,,1,9,8010,Pasta 17.50,,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 17:47:25,Manager,18.50,,1,9,8010,PASTA 18.50,,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 17:47:25,Manager,7.00,,1,9,8010,Torta 7,,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 17:47:25,Manager,13.50,,3,9,8010,Torta 4.5,,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 17:47:25,Manager,3.00,,1,9,8010,Can,,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/21 17:47:25,Manager,6.00,,2,9,8010,Juice/SAP,,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/21 17:49:59,Manager,,77.50,,,,,PIN,D7Hac5G4YyOYLaQXI8zzbP,21-02-2025,
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 18:06:41,Manager,2.50,,1,9,8010,Water 250,,jqS5ldYcLmQQqf1o1w3z9V,21-02-2025,verkoop
item,toegevoegd,Tafel Panca 1 Indoor,2025/02/21 18:06:41,Manager,17.00,,1,9,8010,Pasta 17,,jqS5ldYcLmQQqf1o1w3z9V,21-02-2025,verkoop
transactie,,Tafel Panca 1 Indoor,2025/02/21 18:32:30,Manager,,19.50,,,,,PIN,jqS5ldYcLmQQqf1o1w3z9V,21-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 18:06:06,Manager,9.00,,3,9,8010,Can,,gLE4AqrdPhbUHDA7B8bZ3Z,21-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 18:06:22,Manager,35.00,,2,9,8010,Pasta 17.50,,gLE4AqrdPhbUHDA7B8bZ3Z,21-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/21 18:06:22,Manager,18.00,,1,9,8010,PASTA 18,,gLE4AqrdPhbUHDA7B8bZ3Z,21-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/21 18:15:28,Manager,,62.00,,,,,PIN,gLE4AqrdPhbUHDA7B8bZ3Z,21-02-2025,
item,toegevoegd,Tafel Vetrina Indoor,2025/02/21 18:07:06,Manager,17.00,,1,9,8010,Pasta 17,,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/21 18:07:06,Manager,17.50,,1,9,8010,Pasta 17.50,,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/21 18:07:06,Manager,14.00,,2,21,8011,Glass Rosso Dolomiti,,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/21 18:07:06,Manager,7.50,,1,9,8010,SALAD di Matilde,,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/21 19:07:57,Manager,7.00,,1,9,8010,Torta 7,,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/21 19:07:57,Manager,5.50,,1,9,8010,Torta 5.5,,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,verkoop
item,toegevoegd,Tafel Vetrina Indoor,2025/02/21 19:07:57,Manager,2.30,,1,9,8010,Coffee/Espresso,,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,verkoop
transactie,,Tafel Vetrina Indoor,2025/02/21 19:33:16,Manager,,70.80,,,,,PIN,jbZlb4s1eqgeMauAvT8vyY,21-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/21 18:50:28,Manager,17.50,,1,9,8010,Pasta 17.50,,rQDsq48u8juEDNVwittjXw,21-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/21 18:50:28,Manager,18.50,,1,9,8010,PASTA 18.50,,rQDsq48u8juEDNVwittjXw,21-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/21 18:50:28,Manager,14.50,,1,9,8010,Antipasto Single,,rQDsq48u8juEDNVwittjXw,21-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/21 18:50:28,Manager,32.00,,1,21,8011,btl BARBERA Asti,,rQDsq48u8juEDNVwittjXw,21-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/21 20:03:56,Manager,4.00,,1,9,8010,Double espresso,,rQDsq48u8juEDNVwittjXw,21-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/21 20:03:56,Manager,3.50,,1,9,8010,Cappuccino/Latte Macchiato,,rQDsq48u8juEDNVwittjXw,21-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/21 20:10:31,Manager,,90.00,,,,,PIN,rQDsq48u8juEDNVwittjXw,21-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/21 19:16:57,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,XddFnZGlOInpy8jjgo6rAf,21-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/21 19:21:21,Manager,,8.00,,,,,PIN,XddFnZGlOInpy8jjgo6rAf,21-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/21 19:50:12,Manager,6.00,,2,9,8010,Can,,FS2F9ZIhVrfz1sVuxdUf4G,21-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/21 19:50:12,Manager,3.50,,1,9,8010,slice FOCACCIA,,FS2F9ZIhVrfz1sVuxdUf4G,21-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/21 19:50:12,Manager,36.00,,2,9,8010,PASTA 18,,FS2F9ZIhVrfz1sVuxdUf4G,21-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/21 20:28:06,Manager,3.00,,1,9,8010,Can,,FS2F9ZIhVrfz1sVuxdUf4G,21-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/21 20:28:06,Manager,5.50,,1,9,8010,Torta 5.5,,FS2F9ZIhVrfz1sVuxdUf4G,21-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/21 20:38:24,Manager,,54.00,,,,,PIN,FS2F9ZIhVrfz1sVuxdUf4G,21-02-2025,
item,toegevoegd,Directe verkoop,2025/02/21 20:42:59,Manager,63.95,,1,0,8012,tip,,xMxnvmbjowpDc9eclmglJG,21-02-2025,verkoop
transactie,,Directe verkoop,2025/02/21 20:42:59,Manager,,63.95,,,,,PIN,xMxnvmbjowpDc9eclmglJG,21-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/22 12:33:08,Manager,4.00,,1,9,8010,Double espresso,,N1flERTKsUkC3p8wbawIk,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 12:33:08,Manager,12.00,,3,9,8010,Salatini 100gr,,N1flERTKsUkC3p8wbawIk,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 12:33:08,Manager,7.00,,2,9,8010,slice FOCACCIA,,N1flERTKsUkC3p8wbawIk,22-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/22 12:33:10,Manager,,23.00,,,,,PIN,N1flERTKsUkC3p8wbawIk,22-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/22 11:22:16,Manager,28.00,,4,9,8010,Torta 7,,DAodL3qD2Lt7piqAUwDvtW,22-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/22 11:22:18,Manager,,28.00,,,,,PIN,DAodL3qD2Lt7piqAUwDvtW,22-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/22 11:39:18,Manager,8.50,,1,9,8010,Focaccia FILLED 8.5,,fhP5HvuemNqyPZclrty5QI,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 11:39:18,Manager,12.50,,1,9,8010,Focaccia FILLED 12.5,,fhP5HvuemNqyPZclrty5QI,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 11:39:18,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,fhP5HvuemNqyPZclrty5QI,22-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/22 11:39:35,Manager,,29.00,,,,,PIN,fhP5HvuemNqyPZclrty5QI,22-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/22 11:48:51,Manager,7.00,,2,9,8010,slice FOCACCIA,,EZotG9kbNjHHgJ6s99keH,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 11:48:51,Manager,9.00,,3,9,8010,Gastronomy NO PRICE,,EZotG9kbNjHHgJ6s99keH,22-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/22 11:48:53,Manager,,16.00,,,,,PIN,EZotG9kbNjHHgJ6s99keH,22-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 12:37:52,Manager,7.00,,2,9,8010,Cappuccino/Latte Macchiato,,ODO1EjxaIfCiiliFlAuc7,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 12:37:52,Manager,16.50,,1,9,8010,Pasta 16.5,,ODO1EjxaIfCiiliFlAuc7,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 12:37:52,Manager,17.50,,1,9,8010,Pasta 17.50,,ODO1EjxaIfCiiliFlAuc7,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 13:06:52,Manager,4.60,,2,9,8010,Coffee/Espresso,,ODO1EjxaIfCiiliFlAuc7,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 13:06:52,Manager,14.00,,2,9,8010,Torta 7,,ODO1EjxaIfCiiliFlAuc7,22-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/22 13:47:40,Manager,,59.60,,,,,PIN,ODO1EjxaIfCiiliFlAuc7,22-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/22 12:37:40,Manager,2.50,,1,9,8010,Water 250,,ZaTbcVxCIKQwSapdZaDis,22-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/22 12:37:40,Manager,18.00,,1,9,8010,PASTA 18,,ZaTbcVxCIKQwSapdZaDis,22-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/22 12:55:44,Manager,5.50,,1,9,8010,Torta 5.5,,ZaTbcVxCIKQwSapdZaDis,22-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/22 13:06:45,Manager,,26.00,,,,,PIN,ZaTbcVxCIKQwSapdZaDis,22-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 12:38:12,Manager,3.00,,1,9,8010,Can,,JYJFsEZrf8vMInGW6Vvsxh,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 12:38:12,Manager,7.60,,1,21,8011,Gl GRIGNOLINO,,JYJFsEZrf8vMInGW6Vvsxh,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 12:38:12,Manager,37.00,,2,9,8010,PASTA 18.50,,JYJFsEZrf8vMInGW6Vvsxh,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 12:38:12,Manager,18.00,,1,9,8010,PASTA 18,,JYJFsEZrf8vMInGW6Vvsxh,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:09:36,Manager,14.00,,2,9,8010,Torta 7,,JYJFsEZrf8vMInGW6Vvsxh,22-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/22 13:25:14,Manager,,79.60,,,,,PIN,JYJFsEZrf8vMInGW6Vvsxh,22-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/22 13:47:39,Manager,120.00,,3,9,8010,Catering,,OGXzQOTFPzXkVD2n6nzcke,22-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/22 15:04:50,Manager,,120.00,,,,,PIN,OGXzQOTFPzXkVD2n6nzcke,22-02-2025,
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:48:48,Manager,4.50,,1,9,8010,Water 750,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:48:48,Manager,3.00,,1,9,8010,Juice/SAP,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:48:48,Manager,6.00,,2,9,8010,Can,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:48:48,Manager,12.00,,1,9,8010,PASTA 12,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:48:48,Manager,36.00,,2,9,8010,PASTA 18,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:48:48,Manager,10.00,,1,9,8010,Pasta 10,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 13:48:48,Manager,17.50,,1,9,8010,Pasta 17.50,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 14:30:26,Manager,4.60,,2,9,8010,Coffee/Espresso,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
item,toegevoegd,Tafel Muretto Indoor,2025/02/22 14:30:26,Manager,16.50,,3,9,8010,Torta 5.5,,3qB2IiKlzx21tlKkLU76ES,22-02-2025,verkoop
transactie,,Tafel Muretto Indoor,2025/02/22 14:46:44,Manager,,110.10,,,,,PIN,3qB2IiKlzx21tlKkLU76ES,22-02-2025,
item,toegevoegd,Tafel Bar Indoor,2025/02/22 14:25:10,Manager,8.00,,1,9,8010,Focaccia FILLED 8,,31mJq1f5vAk2QI4pKebVTJ,22-02-2025,verkoop
item,toegevoegd,Tafel Bar Indoor,2025/02/22 14:25:10,Manager,17.50,,1,9,8010,Pasta 17.50,,31mJq1f5vAk2QI4pKebVTJ,22-02-2025,verkoop
transactie,,Tafel Bar Indoor,2025/02/22 14:46:49,Manager,,25.50,,,,,PIN,31mJq1f5vAk2QI4pKebVTJ,22-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/22 15:47:34,Manager,12.50,,5,9,8010,Pasta Fresca 100gr,,IExN2PjZ1EO9e8HcAk4so,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 15:47:34,Manager,14.00,,2,9,8010,Torta 7,,IExN2PjZ1EO9e8HcAk4so,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 15:47:34,Manager,22.50,,5,9,8010,Veggie S 4.5,,IExN2PjZ1EO9e8HcAk4so,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 15:47:34,Manager,12.00,,2,9,8010,MEAT BALLS,,IExN2PjZ1EO9e8HcAk4so,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/22 15:47:34,Manager,10.00,,2,9,8010,PESTO 125,,IExN2PjZ1EO9e8HcAk4so,22-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/22 19:19:17,Manager,,71.00,,,,,PIN,IExN2PjZ1EO9e8HcAk4so,22-02-2025,
item,toegevoegd,Tafel Counter 2,2025/02/22 18:24:11,Manager,25.00,,10,9,8010,Pasta Fresca 100gr,,Hu2lab5xV8ZzRkmbHWllWu,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/22 18:24:11,Manager,10.00,,2,9,8010,PESTO 125,,Hu2lab5xV8ZzRkmbHWllWu,22-02-2025,verkoop
item,toegevoegd,Tafel Counter 2,2025/02/22 18:24:11,Manager,6.00,,1,9,8010,SUGO Speciale 150g,,Hu2lab5xV8ZzRkmbHWllWu,22-02-2025,verkoop
transactie,,Tafel Counter 2,2025/02/22 18:25:39,Manager,,41.00,,,,,PIN,Hu2lab5xV8ZzRkmbHWllWu,22-02-2025,
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 18:43:45,Manager,16.40,,2,21,8011,Gl ERBALUCE,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 18:43:45,Manager,13.50,,3,9,8010,Veggie S 4.5,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 18:43:45,Manager,3.50,,1,9,8010,slice FOCACCIA,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 18:44:53,Manager,14.00,,1,9,8010,PASTA 14,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 18:44:53,Manager,18.50,,1,9,8010,PASTA 18.50,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 19:18:53,Manager,6.80,,1,21,8011,Gl BONARDA,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 19:18:53,Manager,8.70,,1,21,8011,Gl BARBERA Asti,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
item,toegevoegd,Tafel Panca Centro Indoor,2025/02/22 20:04:01,Manager,2.30,,1,9,8010,Coffee/Espresso,,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,verkoop
transactie,,Tafel Panca Centro Indoor,2025/02/22 20:12:13,Manager,,83.70,,,,,PIN,nwkfH1DxcB3AQItd11Sg9I,22-02-2025,
item,toegevoegd,Directe verkoop,2025/02/22 20:16:15,Manager,23.70,,1,0,8012,tip,,ejQSY5ashGcygQgrRnLdjj,22-02-2025,verkoop
transactie,,Directe verkoop,2025/02/22 20:16:15,Manager,,23.70,,,,,PIN,ejQSY5ashGcygQgrRnLdjj,22-02-2025,
item,toegevoegd,Tafel Counter 1,2025/02/23 12:26:10,Manager,15.00,,2,9,8010,Focaccia FILLED 7.5,,72Hsz3ehwacIC2a83Km5VE,23-02-2025,verkoop
item,toegevoegd,Tafel Counter 1,2025/02/23 12:26:10,Manager,15.50,,1,9,8010,Focaccia FILLED 15.5,,72Hsz3ehwacIC2a83Km5VE,23-02-2025,verkoop
transactie,,Tafel Counter 1,2025/02/23 12:26:42,Manager,,30.50,,,,,PIN,72Hsz3ehwacIC2a83Km5VE,23-02-2025,
